73478	D178846X; (DHL)178846	E/ESCWA/C.1/15/6/Add.4	http://digitallibrary.un.org/record/73478/files/E_ESCWA_C.1_15_6_Add.4-AR.pdf; http://digitallibrary.un.org/record/73478/files/E_ESCWA_C.1_15_6_Add.4-EN.pdf
73855	D179421X; (DHL)179421	E/ESCWA/SD/88/2	http://digitallibrary.un.org/record/73855/files/E_ESCWA_SD_88_2-EN.pdf
73859	D179425X; (DHL)179425	E/ESCWA/TCD/89/1	
73861	D179427X; (DHL)179427	E/ESCWA/AGR/88/8	http://digitallibrary.un.org/record/73861/files/E_ESCWA_AGR_88_8-EN.pdf
73862	D179428X; (DHL)179428	E/ESCWA/AGR/88/7	http://digitallibrary.un.org/record/73862/files/E_ESCWA_AGR_88_7-EN.pdf
73908	D179474X; (DHL)179474	E/ESCWA/DOC/13	
73909	D179475X; (DHL)179475	E/ESCWA/LIB/DOC/88/4	http://digitallibrary.un.org/record/73909/files/E_ESCWA_LIB_DOC_88_4-EN.pdf
73910	D179476X; (DHL)179476	E/ESCWA/LIB/ACQ/88/5	
73979	D179545X; (DHL)179545	E/ESCWA/DPD/89/5	http://digitallibrary.un.org/record/73979/files/E_ESCWA_DPD_89_5-EN.pdf
74018	D179584X; (DHL)179584	E/ESCWA/DPD/89/IG.1/10/Rev.1	http://digitallibrary.un.org/record/74018/files/E_ESCWA_DPD_89_IG.1_10_Rev.1-EN.pdf
75763	D182121X; (DHL)182121	***	
75764	D182122X; (DHL)182122	***	
82922	D192913X; (DHL)192913	E/ESCWA/LIB/DOC/6	http://digitallibrary.un.org/record/82922/files/E_ESCWA_LIB_DOC_6-EN.pdf
84032	D194655X; (DHL)194655	E/ESCWA/NR/89/11	http://digitallibrary.un.org/record/84032/files/E_ESCWA_NR_89_11-EN.pdf
84636	D195662X; (DHL)195662	E/1989/36; E/ESCWA/15/8	http://digitallibrary.un.org/record/84636/files/E_1989_36_E_ESCWA_15_8-AR.pdf; http://digitallibrary.un.org/record/84636/files/E_1989_36_E_ESCWA_15_8-EN.pdf; http://digitallibrary.un.org/record/84636/files/E_1989_36_E_ESCWA_15_8-FR.pdf
84637	D195663X; (DHL)195663	E/ESCWA/RES/164(XV)	
